Actual	sgRNAscorer.Hg	sgRNAscorer.Mm	WU.CRISPR	Combined	State	DNase	H2A.Z	H2AK5ac	H2AK9ac	H2BK120ac	H2BK12ac	H2BK15ac	H2BK20ac	H2BK5ac	H3K14ac	H3K18ac	H3K23ac	H3K23me2	H3K27ac	H3K27me3	H3K36me3	H3K4ac	H3K4me1	H3K4me2	H3K4me3	H3K56ac	H3K79me1	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H3T11ph	H4K12ac	H4K20me1	H4K5ac	H4K8ac	H4K91ac	Class
ZMAT2_s_63196	-0.974722376	9.09151242778	9.05315353344	0	-10.90848757222	3_PromD1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0
EIF6_s_17909	-0.980330184	37.7303351647	38.3525235803	14	25.86516758235	11_TxEnh3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RB1_s_46307	-0.984223218	28.1792677428	28.6565778568	0	8.1792677428	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4G1_s_17877	-0.988308451	5.98597664101	5.88659818703	0	-14.01402335899	10_TxEnh5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
POLD1_s_42970	-0.995428695	10.7795953748	10.8029543641	0	-9.2204046252	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRA2B_s_58633	-1.025131292	28.766063132	29.2491844846	21	24.883031566	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
VARS2_s_61120	-1.030847685	94.4848238821	94.8947895535	0	74.4848238821	13_EnhA1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0
SNRPA_s_52825	-1.037993186	18.9216164508	19.1792246404	0	-1.0783835492	10_TxEnh5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
GTF2B_s_24387	-1.040476477	20.841873483	21.1368273507	0	0.841873483000001	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AARS2_s_73	-1.048994752	64.0380519204	64.8570845407	55	59.5190259602	4_PromD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0
SMC1A_s_52541	-1.055239288	19.2276423214	19.4851297838	0	-0.772357678599999	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR3B_s_43103	-1.070282437	10.3017894402	10.3021960939	0	-9.6982105598	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WARS_s_61564	-1.092319781	9.57119876233	9.5486810927	0	-10.42880123767	11_TxEnh3	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PSMC5_s_44762	-1.095056677	65.2059646286	66.022874667	0	45.2059646286	12_TxEnhW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0
LARS2_s_30545	-1.102672533	4.74258984164	4.62632605838	0	-15.25741015836	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS29_s_48311	-1.105624189	78.6132161144	79.3681740137	0	58.6132161144	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSM5_s_31961	-1.1323027	89.4385310168	90.0291310363	85	87.2192655084	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK6_s_10911	-1.153417995	47.5275137537	48.2597827097	0	27.5275137537	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLR3C_s_43109	-1.173573779	44.95497917	45.6546691959	0	24.95497917	6_Tx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RFC4_s_46884	-1.194286888	30.2787526975	30.7823314632	0	10.2787526975	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPA2_s_48048	-1.204042758	72.3015984506	73.1090248419	0	52.3015984506	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOSC3_s_19006	-1.20831886	7.96754945913	7.89131387411	0	-12.03245054087	4_PromD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
CARS2_s_9157	-1.218845304	36.0026163368	36.5925905334	0	16.0026163368	4_PromD2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
POLD3_s_42976	-1.236369042	50.5542570964	51.2970699972	0	30.5542570964	12_TxEnhW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PARN_s_40281	-1.317574446	23.1437042183	23.4929151301	0	3.1437042183	8_TxWk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WEE1_s_61913	-1.336347997	42.0156559886	42.688087952	0	22.0156559886	3_PromD1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
EARS2_s_17277	-1.396701924	40.4075084738	41.0625805182	0	20.4075084738	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HARS_s_24722	-1.400758035	80.5501386518	81.2889788555	58	69.2750693259	7_Tx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL28_s_48157	-1.513574746	45.8462149946	46.557204591	0	25.8462149946	9_TxReg	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0
YARS_s_62376	-1.749125735	2.6499996866	2.50774181796	0	-17.3500003134	3_PromD1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0
